Msg::1::78.7717::void  Msg() {
if::21::206.1960::  if (!strncmp(p, "form.",  5)) {
if::22::82.2149::    p += 5;
if::23::56.1259::  } else {
if::24::79.7645::    return NULL;
if::25::32.6236::  }
if::26::151.1420::  elem = findFieldData(data, p);
if::27::83.7877::  if (elem &&
if::28::153.9570::      elem->getFirstChild() &&
if::29::217.8362::      elem->getFirstChild()->isCharData() &&
if::30::367.6307::      ((ZxCharData *)elem->getFirstChild())->getData()->getLength() > 0) {
if::31::273.0375::    return ((ZxCharData *)elem->getFirstChild())->getData();
if::32::33.6797::  }
if::33::66.0411::  return NULL;
if::34::28.7707::}
if::35::315.2583::ZxElement *XFAFormField::findFieldData(ZxElement *elem, char *partName) {
if::36::98.0976::  ZxNode *node;
if::37::94.2596::  GString *nodeName;
if::38::142.7411::  int curIdx, idx, n;
if::39::6.1010::  curIdx = 0;
if::41::148.4810::    if (node->isElement()) {
if::42::255.1115::      nodeName = ((ZxElement *)node)->getType();
if::43::160.4823::      n = nodeName->getLength();
if::44::310.8986::      if (!strncmp(partName, nodeName->getCString(), n)) { 
if::45::148.8791::	if (partName[n] == '[') {
if::46::182.0113::	  idx = atoi(partName + n + 1);
if::47::136.9919::	  if (idx == curIdx) {
if::48::332.3755::	    for (++n; partName[n] && partName[n-1] != ']'; ++n) ;
if::49::60.0448::	  } else {
if::50::95.9477::	    ++curIdx;
if::51::64.3158::	    continue;
if::52::33.5001::	  }
if::53::28.2423::	}
if::54::117.3219::	if (!partName[n]) {
if::55::117.7127::	  return (ZxElement *)node;
if::56::175.9242::	} else if (partName[n] == '.') {
if::57::217.9462::	  return findFieldData((ZxElement *)node, partName + n + 1);
if::58::27.7449::	}
if::59::59.7926::      }
if::60::45.2935::    }
if::61::31.9532::  }
if::62::58.5434::  return NULL;
if::63::10.5657::}
get_recurse_data_length::1::446.9714::static int get_recurse_data_length(compiler_common *common, PCRE2_SPTR cc, PCRE2_SPTR ccend,
get_recurse_data_length::2::306.0677::  BOOL *needs_control_head, BOOL *has_quit, BOOL *has_accept)
get_recurse_data_length::3::27.7547::{
get_recurse_data_length::4::76.1209::int length = 1;
get_recurse_data_length::5::52.3774::int size;
get_recurse_data_length::6::111.2081::PCRE2_SPTR alternative;
get_recurse_data_length::7::121.5547::BOOL quit_found = FALSE;
get_recurse_data_length::8::113.0310::BOOL accept_found = FALSE;
get_recurse_data_length::9::123.1979::BOOL setsom_found = FALSE;
get_recurse_data_length::10::120.7552::BOOL setmark_found = FALSE;
get_recurse_data_length::11::134.1845::BOOL capture_last_found = FALSE;
get_recurse_data_length::12::130.1231::BOOL control_head_found = FALSE;
get_recurse_data_length::13::301.6666::#if defined DEBUG_FORCE_CONTROL_HEAD && DEBUG_FORCE_CONTROL_HEAD
get_recurse_data_length::14::215.1933::SLJIT_ASSERT(common->control_head_ptr != 0);
get_recurse_data_length::15::107.8575::control_head_found = TRUE;
get_recurse_data_length::16::47.3378::#endif
get_recurse_data_length::17::159.4720::/* Calculate the sum of the private machine words. */
get_recurse_data_length::18::98.8792::while (cc < ccend)
get_recurse_data_length::19::34.3499::  {
get_recurse_data_length::20::70.0039::  size = 0;
get_recurse_data_length::21::77.2908::  switch(*cc)
get_recurse_data_length::22::48.5284::    {
get_recurse_data_length::23::129.3685::    case OP_SET_SOM:
get_recurse_data_length::24::234.2774::    SLJIT_ASSERT(common->has_set_som);
get_recurse_data_length::25::127.6093::    setsom_found = TRUE;
get_recurse_data_length::26::90.8163::    cc += 1;
get_recurse_data_length::27::63.8930::    break;
get_recurse_data_length::28::117.6322::    case OP_RECURSE:
get_recurse_data_length::29::167.0471::    if (common->has_set_som)
get_recurse_data_length::30::142.6211::      setsom_found = TRUE;
get_recurse_data_length::31::163.4254::    if (common->mark_ptr != 0)
get_recurse_data_length::32::139.8432::      setmark_found = TRUE;
get_recurse_data_length::33::203.0557::    if (common->capture_last_ptr != 0)
get_recurse_data_length::34::156.5404::      capture_last_found = TRUE;
get_recurse_data_length::35::144.7870::    cc += 1 + LINK_SIZE;
get_recurse_data_length::36::66.1482::    break;
get_recurse_data_length::37::109.3302::    case OP_KET:
get_recurse_data_length::38::213.1098::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::39::64.1306::      {
get_recurse_data_length::40::82.3778::      length++;
get_recurse_data_length::41::311.0850::      SLJIT_ASSERT(PRIVATE_DATA(cc + 1) != 0);
get_recurse_data_length::42::216.0651::      cc += PRIVATE_DATA(cc + 1);
get_recurse_data_length::43::67.5542::      }
get_recurse_data_length::44::71.3766::    cc += 1 + LINK_SIZE;
get_recurse_data_length::49::165.8210::    case OP_ASSERTBACK_NOT:
get_recurse_data_length::50::148.7544::    case OP_ASSERT_NA:
get_recurse_data_length::51::158.0073::    case OP_ASSERTBACK_NA:
get_recurse_data_length::52::118.7556::    case OP_ONCE:
get_recurse_data_length::53::151.0361::    case OP_SCRIPT_RUN:
get_recurse_data_length::54::129.8112::    case OP_BRAPOS:
get_recurse_data_length::55::112.1979::    case OP_SBRA:
get_recurse_data_length::56::141.0287::    case OP_SBRAPOS:
get_recurse_data_length::57::114.2283::    case OP_SCOND:
get_recurse_data_length::58::65.3427::    length++;
get_recurse_data_length::59::272.1346::    SLJIT_ASSERT(PRIVATE_DATA(cc) != 0);
get_recurse_data_length::60::142.9755::    cc += 1 + LINK_SIZE;
get_recurse_data_length::61::65.1583::    break;
get_recurse_data_length::62::108.6198::    case OP_CBRA:
get_recurse_data_length::63::117.8242::    case OP_SCBRA:
get_recurse_data_length::64::92.2329::    length += 2;
get_recurse_data_length::65::203.1680::    if (common->capture_last_ptr != 0)
get_recurse_data_length::66::149.3802::      capture_last_found = TRUE;
get_recurse_data_length::67::358.0081::    if (common->optimized_cbracket[GET2(cc, 1 + LINK_SIZE)] == 0)
get_recurse_data_length::68::80.5226::      length++;
get_recurse_data_length::69::216.9629::    cc += 1 + LINK_SIZE + IMM2_SIZE;
get_recurse_data_length::70::66.4627::    break;
get_recurse_data_length::71::135.4191::    case OP_CBRAPOS:
get_recurse_data_length::72::134.7649::    case OP_SCBRAPOS:
get_recurse_data_length::73::112.2182::    length += 2 + 2;
get_recurse_data_length::74::199.0778::    if (common->capture_last_ptr != 0)
get_recurse_data_length::75::152.0633::      capture_last_found = TRUE;
get_recurse_data_length::76::213.0404::    cc += 1 + LINK_SIZE + IMM2_SIZE;
get_recurse_data_length::77::64.8247::    break;
get_recurse_data_length::78::108.5730::    case OP_COND:
get_recurse_data_length::79::162.7801::    /* Might be a hidden SCOND. */
get_recurse_data_length::80::179.8485::    alternative = cc + GET(cc, 1);
get_recurse_data_length::81::333.3539::    if (*alternative == OP_KETRMAX || *alternative == OP_KETRMIN)
get_recurse_data_length::82::84.6246::      length++;
get_recurse_data_length::83::148.3760::    cc += 1 + LINK_SIZE;
get_recurse_data_length::84::68.6978::    break;
get_recurse_data_length::85::199.6913::    CASE_ITERATOR_PRIVATE_DATA_1
get_recurse_data_length::86::219.0806::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::87::84.6493::      length++;
get_recurse_data_length::88::96.2928::    cc += 2;
get_recurse_data_length::89::124.9559::#ifdef SUPPORT_UNICODE
get_recurse_data_length::90::6.0652::    if (common->utf && HAS_EXTRALEN(cc[-1])) cc += GET_EXTRALEN(cc[-1]);
get_recurse_data_length::92::69.7004::    break;
get_recurse_data_length::93::219.5361::    CASE_ITERATOR_PRIVATE_DATA_2A
get_recurse_data_length::94::217.8478::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::95::108.8233::      length += 2;
get_recurse_data_length::96::95.0103::    cc += 2;
get_recurse_data_length::97::117.6069::#ifdef SUPPORT_UNICODE
get_recurse_data_length::98::465.4160::    if (common->utf && HAS_EXTRALEN(cc[-1])) cc += GET_EXTRALEN(cc[-1]);
get_recurse_data_length::99::49.6086::#endif
get_recurse_data_length::100::63.4690::    break;
get_recurse_data_length::101::196.7574::    CASE_ITERATOR_PRIVATE_DATA_2B
get_recurse_data_length::102::201.6857::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::103::100.1674::      length += 2;
get_recurse_data_length::104::152.9546::    cc += 2 + IMM2_SIZE;
get_recurse_data_length::105::115.0650::#ifdef SUPPORT_UNICODE
get_recurse_data_length::106::453.8185::    if (common->utf && HAS_EXTRALEN(cc[-1])) cc += GET_EXTRALEN(cc[-1]);
get_recurse_data_length::107::50.4269::#endif
get_recurse_data_length::108::64.4697::    break;
get_recurse_data_length::109::212.6539::    CASE_ITERATOR_TYPE_PRIVATE_DATA_1
get_recurse_data_length::110::206.1211::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::111::81.9719::      length++;
get_recurse_data_length::112::90.3737::    cc += 1;
get_recurse_data_length::113::65.5010::    break;
get_recurse_data_length::114::219.5768::    CASE_ITERATOR_TYPE_PRIVATE_DATA_2A
get_recurse_data_length::115::201.3863::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::116::103.8460::      length += 2;
get_recurse_data_length::117::90.3848::    cc += 1;
get_recurse_data_length::118::64.6370::    break;
get_recurse_data_length::119::221.5187::    CASE_ITERATOR_TYPE_PRIVATE_DATA_2B
get_recurse_data_length::120::207.9669::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::121::106.4392::      length += 2;
get_recurse_data_length::122::162.6028::    cc += 1 + IMM2_SIZE;
get_recurse_data_length::123::66.8172::    break;
get_recurse_data_length::124::98.7063::    case OP_CLASS:
get_recurse_data_length::125::109.3449::    case OP_NCLASS:
get_recurse_data_length::126::315.8128::#if defined SUPPORT_UNICODE || PCRE2_CODE_UNIT_WIDTH != 8
get_recurse_data_length::127::109.0241::    case OP_XCLASS:
get_recurse_data_length::128::495.8913::    size = (*cc == OP_XCLASS) ? GET(cc, 1) : 1 + 32 / (int)sizeof(PCRE2_UCHAR);
get_recurse_data_length::129::42.3837::#else
get_recurse_data_length::132::226.1762::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::133::236.8483::      length += get_class_iterator_size(cc + size);
get_recurse_data_length::134::99.1328::    cc += size;
get_recurse_data_length::135::69.8967::    break;
get_recurse_data_length::136::112.7274::    case OP_MARK:
get_recurse_data_length::137::153.8399::    case OP_COMMIT_ARG:
get_recurse_data_length::138::151.0347::    case OP_PRUNE_ARG:
get_recurse_data_length::139::152.4144::    case OP_THEN_ARG:
get_recurse_data_length::140::229.0638::    SLJIT_ASSERT(common->mark_ptr != 0);
get_recurse_data_length::141::130.3130::    if (!setmark_found)
get_recurse_data_length::142::140.4993::      setmark_found = TRUE;
get_recurse_data_length::143::186.8028::    if (common->control_head_ptr != 0)
get_recurse_data_length::144::149.9886::      control_head_found = TRUE;
get_recurse_data_length::145::159.6872::    if (*cc != OP_MARK)
get_recurse_data_length::146::136.5213::      quit_found = TRUE;
get_recurse_data_length::147::162.3247::    cc += 1 + 2 + cc[1];
get_recurse_data_length::148::66.5920::    break;
get_recurse_data_length::149::113.5746::    case OP_PRUNE:
get_recurse_data_length::150::112.5720::    case OP_SKIP:
get_recurse_data_length::151::117.4124::    case OP_COMMIT:
get_recurse_data_length::152::123.2288::    quit_found = TRUE;
get_recurse_data_length::153::68.5756::    cc++;
get_recurse_data_length::154::66.8785::    break;
get_recurse_data_length::155::144.7327::    case OP_SKIP_ARG:
get_recurse_data_length::156::120.2285::    quit_found = TRUE;
get_recurse_data_length::157::159.5475::    cc += 1 + 2 + cc[1];
get_recurse_data_length::158::64.5852::    break;
get_recurse_data_length::159::110.4340::    case OP_THEN:
get_recurse_data_length::160::253.9269::    SLJIT_ASSERT(common->control_head_ptr != 0);
get_recurse_data_length::161::122.2889::    quit_found = TRUE;
get_recurse_data_length::162::141.8471::    if (!control_head_found)
get_recurse_data_length::163::154.9778::      control_head_found = TRUE;
get_recurse_data_length::164::69.8353::    cc++;
get_recurse_data_length::165::68.2406::    break;
get_recurse_data_length::166::116.2202::    case OP_ACCEPT:
get_recurse_data_length::167::151.9069::    case OP_ASSERT_ACCEPT:
get_recurse_data_length::168::120.9938::    accept_found = TRUE;
get_recurse_data_length::169::71.9751::    cc++;
get_recurse_data_length::170::68.4369::    break;
get_recurse_data_length::171::68.6751::    default:
get_recurse_data_length::172::185.4029::    cc = next_opcode(common, cc);
get_recurse_data_length::173::188.5394::    SLJIT_ASSERT(cc != NULL);
get_recurse_data_length::174::68.0678::    break;
get_recurse_data_length::175::51.3423::    }
get_recurse_data_length::176::36.4112::  }
get_recurse_data_length::177::175.1044::SLJIT_ASSERT(cc == ccend);
get_recurse_data_length::178::117.0163::if (control_head_found)
get_recurse_data_length::179::6.5585::  length++;
get_recurse_data_length::187::59.6896::    length++;
get_recurse_data_length::188::34.1317::  }
get_recurse_data_length::189::162.8971::*needs_control_head = control_head_found;
get_recurse_data_length::190::122.6178::*has_quit = quit_found;
get_recurse_data_length::191::111.5414::*has_accept = accept_found;
get_recurse_data_length::192::48.2291::return length;
get_recurse_data_length::193::9.2705::}
get_recurse_data_length::1::446.9714::static int get_recurse_data_length(compiler_common *common, PCRE2_SPTR cc, PCRE2_SPTR ccend,
get_recurse_data_length::2::306.0677::  BOOL *needs_control_head, BOOL *has_quit, BOOL *has_accept)
get_recurse_data_length::3::27.7547::{
get_recurse_data_length::4::76.1209::int length = 1;
get_recurse_data_length::5::52.3774::int size;
get_recurse_data_length::6::111.2081::PCRE2_SPTR alternative;
get_recurse_data_length::7::121.5547::BOOL quit_found = FALSE;
get_recurse_data_length::8::113.0310::BOOL accept_found = FALSE;
get_recurse_data_length::9::123.1979::BOOL setsom_found = FALSE;
get_recurse_data_length::10::120.7552::BOOL setmark_found = FALSE;
get_recurse_data_length::11::134.1845::BOOL capture_last_found = FALSE;
get_recurse_data_length::12::130.1231::BOOL control_head_found = FALSE;
get_recurse_data_length::13::301.6666::#if defined DEBUG_FORCE_CONTROL_HEAD && DEBUG_FORCE_CONTROL_HEAD
get_recurse_data_length::14::215.1933::SLJIT_ASSERT(common->control_head_ptr != 0);
get_recurse_data_length::15::107.8575::control_head_found = TRUE;
get_recurse_data_length::16::47.3378::#endif
get_recurse_data_length::17::159.4720::/* Calculate the sum of the private machine words. */
get_recurse_data_length::18::98.8792::while (cc < ccend)
get_recurse_data_length::19::34.3499::  {
get_recurse_data_length::20::70.0039::  size = 0;
get_recurse_data_length::21::77.2908::  switch(*cc)
get_recurse_data_length::22::48.5284::    {
get_recurse_data_length::23::129.3685::    case OP_SET_SOM:
get_recurse_data_length::24::234.2774::    SLJIT_ASSERT(common->has_set_som);
get_recurse_data_length::25::127.6093::    setsom_found = TRUE;
get_recurse_data_length::26::90.8163::    cc += 1;
get_recurse_data_length::27::63.8930::    break;
get_recurse_data_length::28::117.6322::    case OP_RECURSE:
get_recurse_data_length::29::167.0471::    if (common->has_set_som)
get_recurse_data_length::30::142.6211::      setsom_found = TRUE;
get_recurse_data_length::31::163.4254::    if (common->mark_ptr != 0)
get_recurse_data_length::32::139.8432::      setmark_found = TRUE;
get_recurse_data_length::33::203.0557::    if (common->capture_last_ptr != 0)
get_recurse_data_length::34::156.5404::      capture_last_found = TRUE;
get_recurse_data_length::35::144.7870::    cc += 1 + LINK_SIZE;
get_recurse_data_length::36::66.1482::    break;
get_recurse_data_length::37::109.3302::    case OP_KET:
get_recurse_data_length::38::213.1098::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::39::64.1306::      {
get_recurse_data_length::40::82.3778::      length++;
get_recurse_data_length::41::311.0850::      SLJIT_ASSERT(PRIVATE_DATA(cc + 1) != 0);
get_recurse_data_length::42::216.0651::      cc += PRIVATE_DATA(cc + 1);
get_recurse_data_length::43::67.5542::      }
get_recurse_data_length::44::71.3766::    cc += 1 + LINK_SIZE;
get_recurse_data_length::49::165.8210::    case OP_ASSERTBACK_NOT:
get_recurse_data_length::50::148.7544::    case OP_ASSERT_NA:
get_recurse_data_length::51::158.0073::    case OP_ASSERTBACK_NA:
get_recurse_data_length::52::118.7556::    case OP_ONCE:
get_recurse_data_length::53::151.0361::    case OP_SCRIPT_RUN:
get_recurse_data_length::54::129.8112::    case OP_BRAPOS:
get_recurse_data_length::55::112.1979::    case OP_SBRA:
get_recurse_data_length::56::141.0287::    case OP_SBRAPOS:
get_recurse_data_length::57::114.2283::    case OP_SCOND:
get_recurse_data_length::58::65.3427::    length++;
get_recurse_data_length::59::272.1346::    SLJIT_ASSERT(PRIVATE_DATA(cc) != 0);
get_recurse_data_length::60::142.9755::    cc += 1 + LINK_SIZE;
get_recurse_data_length::61::65.1583::    break;
get_recurse_data_length::62::108.6198::    case OP_CBRA:
get_recurse_data_length::63::117.8242::    case OP_SCBRA:
get_recurse_data_length::64::92.2329::    length += 2;
get_recurse_data_length::65::203.1680::    if (common->capture_last_ptr != 0)
get_recurse_data_length::66::149.3802::      capture_last_found = TRUE;
get_recurse_data_length::67::358.0081::    if (common->optimized_cbracket[GET2(cc, 1 + LINK_SIZE)] == 0)
get_recurse_data_length::68::80.5226::      length++;
get_recurse_data_length::69::216.9629::    cc += 1 + LINK_SIZE + IMM2_SIZE;
get_recurse_data_length::70::66.4627::    break;
get_recurse_data_length::71::135.4191::    case OP_CBRAPOS:
get_recurse_data_length::72::134.7649::    case OP_SCBRAPOS:
get_recurse_data_length::73::112.2182::    length += 2 + 2;
get_recurse_data_length::74::199.0778::    if (common->capture_last_ptr != 0)
get_recurse_data_length::75::152.0633::      capture_last_found = TRUE;
get_recurse_data_length::76::213.0404::    cc += 1 + LINK_SIZE + IMM2_SIZE;
get_recurse_data_length::77::64.8247::    break;
get_recurse_data_length::78::108.5730::    case OP_COND:
get_recurse_data_length::79::162.7801::    /* Might be a hidden SCOND. */
get_recurse_data_length::80::179.8485::    alternative = cc + GET(cc, 1);
get_recurse_data_length::81::333.3539::    if (*alternative == OP_KETRMAX || *alternative == OP_KETRMIN)
get_recurse_data_length::82::84.6246::      length++;
get_recurse_data_length::83::148.3760::    cc += 1 + LINK_SIZE;
get_recurse_data_length::84::68.6978::    break;
get_recurse_data_length::85::199.6913::    CASE_ITERATOR_PRIVATE_DATA_1
get_recurse_data_length::86::219.0806::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::87::84.6493::      length++;
get_recurse_data_length::88::96.2928::    cc += 2;
get_recurse_data_length::89::124.9559::#ifdef SUPPORT_UNICODE
get_recurse_data_length::90::6.0652::    if (common->utf && HAS_EXTRALEN(cc[-1])) cc += GET_EXTRALEN(cc[-1]);
get_recurse_data_length::92::69.7004::    break;
get_recurse_data_length::93::219.5361::    CASE_ITERATOR_PRIVATE_DATA_2A
get_recurse_data_length::94::217.8478::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::95::108.8233::      length += 2;
get_recurse_data_length::96::95.0103::    cc += 2;
get_recurse_data_length::97::117.6069::#ifdef SUPPORT_UNICODE
get_recurse_data_length::98::465.4160::    if (common->utf && HAS_EXTRALEN(cc[-1])) cc += GET_EXTRALEN(cc[-1]);
get_recurse_data_length::99::49.6086::#endif
get_recurse_data_length::100::63.4690::    break;
get_recurse_data_length::101::196.7574::    CASE_ITERATOR_PRIVATE_DATA_2B
get_recurse_data_length::102::201.6857::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::103::100.1674::      length += 2;
get_recurse_data_length::104::152.9546::    cc += 2 + IMM2_SIZE;
get_recurse_data_length::105::115.0650::#ifdef SUPPORT_UNICODE
get_recurse_data_length::106::453.8185::    if (common->utf && HAS_EXTRALEN(cc[-1])) cc += GET_EXTRALEN(cc[-1]);
get_recurse_data_length::107::50.4269::#endif
get_recurse_data_length::108::64.4697::    break;
get_recurse_data_length::109::212.6539::    CASE_ITERATOR_TYPE_PRIVATE_DATA_1
get_recurse_data_length::110::206.1211::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::111::81.9719::      length++;
get_recurse_data_length::112::90.3737::    cc += 1;
get_recurse_data_length::113::65.5010::    break;
get_recurse_data_length::114::219.5768::    CASE_ITERATOR_TYPE_PRIVATE_DATA_2A
get_recurse_data_length::115::201.3863::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::116::103.8460::      length += 2;
get_recurse_data_length::117::90.3848::    cc += 1;
get_recurse_data_length::118::64.6370::    break;
get_recurse_data_length::119::221.5187::    CASE_ITERATOR_TYPE_PRIVATE_DATA_2B
get_recurse_data_length::120::207.9669::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::121::106.4392::      length += 2;
get_recurse_data_length::122::162.6028::    cc += 1 + IMM2_SIZE;
get_recurse_data_length::123::66.8172::    break;
get_recurse_data_length::124::98.7063::    case OP_CLASS:
get_recurse_data_length::125::109.3449::    case OP_NCLASS:
get_recurse_data_length::126::315.8128::#if defined SUPPORT_UNICODE || PCRE2_CODE_UNIT_WIDTH != 8
get_recurse_data_length::127::109.0241::    case OP_XCLASS:
get_recurse_data_length::128::495.8913::    size = (*cc == OP_XCLASS) ? GET(cc, 1) : 1 + 32 / (int)sizeof(PCRE2_UCHAR);
get_recurse_data_length::129::42.3837::#else
get_recurse_data_length::132::226.1762::    if (PRIVATE_DATA(cc) != 0)
get_recurse_data_length::133::236.8483::      length += get_class_iterator_size(cc + size);
get_recurse_data_length::134::99.1328::    cc += size;
get_recurse_data_length::135::69.8967::    break;
get_recurse_data_length::136::112.7274::    case OP_MARK:
get_recurse_data_length::137::153.8399::    case OP_COMMIT_ARG:
get_recurse_data_length::138::151.0347::    case OP_PRUNE_ARG:
get_recurse_data_length::139::152.4144::    case OP_THEN_ARG:
get_recurse_data_length::140::229.0638::    SLJIT_ASSERT(common->mark_ptr != 0);
get_recurse_data_length::141::130.3130::    if (!setmark_found)
get_recurse_data_length::142::140.4993::      setmark_found = TRUE;
get_recurse_data_length::143::186.8028::    if (common->control_head_ptr != 0)
get_recurse_data_length::144::149.9886::      control_head_found = TRUE;
get_recurse_data_length::145::159.6872::    if (*cc != OP_MARK)
get_recurse_data_length::146::136.5213::      quit_found = TRUE;
get_recurse_data_length::147::162.3247::    cc += 1 + 2 + cc[1];
get_recurse_data_length::148::66.5920::    break;
get_recurse_data_length::149::113.5746::    case OP_PRUNE:
get_recurse_data_length::150::112.5720::    case OP_SKIP:
get_recurse_data_length::151::117.4124::    case OP_COMMIT:
get_recurse_data_length::152::123.2288::    quit_found = TRUE;
get_recurse_data_length::153::68.5756::    cc++;
get_recurse_data_length::154::66.8785::    break;
get_recurse_data_length::155::144.7327::    case OP_SKIP_ARG:
get_recurse_data_length::156::120.2285::    quit_found = TRUE;
get_recurse_data_length::157::159.5475::    cc += 1 + 2 + cc[1];
get_recurse_data_length::158::64.5852::    break;
get_recurse_data_length::159::110.4340::    case OP_THEN:
get_recurse_data_length::160::253.9269::    SLJIT_ASSERT(common->control_head_ptr != 0);
get_recurse_data_length::161::122.2889::    quit_found = TRUE;
get_recurse_data_length::162::141.8471::    if (!control_head_found)
get_recurse_data_length::163::154.9778::      control_head_found = TRUE;
get_recurse_data_length::164::69.8353::    cc++;
get_recurse_data_length::165::68.2406::    break;
get_recurse_data_length::166::116.2202::    case OP_ACCEPT:
get_recurse_data_length::167::151.9069::    case OP_ASSERT_ACCEPT:
get_recurse_data_length::168::120.9938::    accept_found = TRUE;
get_recurse_data_length::169::71.9751::    cc++;
get_recurse_data_length::170::68.4369::    break;
get_recurse_data_length::171::68.6751::    default:
get_recurse_data_length::172::185.4029::    cc = next_opcode(common, cc);
get_recurse_data_length::173::188.5394::    SLJIT_ASSERT(cc != NULL);
get_recurse_data_length::174::68.0678::    break;
get_recurse_data_length::175::51.3423::    }
get_recurse_data_length::176::36.4112::  }
get_recurse_data_length::177::175.1044::SLJIT_ASSERT(cc == ccend);
get_recurse_data_length::178::117.0163::if (control_head_found)
get_recurse_data_length::179::6.5585::  length++;
get_recurse_data_length::187::59.6896::    length++;
get_recurse_data_length::188::34.1317::  }
get_recurse_data_length::189::162.8971::*needs_control_head = control_head_found;
get_recurse_data_length::190::122.6178::*has_quit = quit_found;
get_recurse_data_length::191::111.5414::*has_accept = accept_found;
get_recurse_data_length::192::48.2291::return length;
get_recurse_data_length::193::9.2705::}
compare_read::1::41.9131::static int
compare_read::2::230.6919::compare_read(struct display *dp, int applied_transforms)
compare_read::3::30.7949::{
compare_read::4::242.8856::   /* Compare the png_info from read_ip with original_info */
compare_read::5::102.8730::   size_t rowbytes;
compare_read::6::152.3609::   png_uint_32 width, height;
compare_read::7::140.2449::   int bit_depth, color_type;
compare_read::8::204.1487::   int interlace_method, compression_method, filter_method;
compare_read::9::115.3569::   const char *e = NULL;
compare_read::10::446.9907::   if (!png_get_IHDR(dp->read_pp, dp->read_ip, &width, &height, &bit_depth,
compare_read::11::305.1349::      &color_type, &interlace_method, &compression_method, &filter_method))
compare_read::12::317.2332::      display_log(dp, LIBPNG_BUG, "png_get_IHDR failed");
compare_read::13::859.4482::#  define C(item) if (item != dp->item)       display_log(dp, APP_WARNING, "IHDR " #item "(%lu) changed to %lu",         (unsigned long)dp->item, (unsigned long)item), e = #item
compare_read::14::166.6388::   /* The IHDR should be identical: */
compare_read::15::83.6470::   C(width);
compare_read::16::83.0651::   C(height);
compare_read::17::104.7629::   C(bit_depth);
compare_read::18::102.2770::   C(color_type);
compare_read::19::113.7227::   C(interlace_method);
compare_read::20::115.7597::   C(compression_method);
compare_read::21::104.3630::   C(filter_method);
compare_read::22::236.6311::   /* 'e' remains set to the name of the last thing changed: */
compare_read::23::79.3575::   if (e)
compare_read::24::310.5845::      display_log(dp, APP_ERROR, "IHDR changed (%s)", e);
compare_read::25::242.7960::   /* All the chunks from the original PNG should be preserved in the output PNG
compare_read::26::175.3342::    * because the PNG format has not been changed.
compare_read::27::54.4919::    */
compare_read::28::43.7454::   {
compare_read::29::103.4841::      unsigned long chunks =
compare_read::30::383.8484::         png_get_valid(dp->read_pp, dp->read_ip, 0xffffffff);
compare_read::31::202.5073::      if (chunks != dp->chunks)
compare_read::32::106.5802::         display_log(dp, APP_FAIL, "PNG chunks changed from 0x%lx to 0x%lx",
compare_read::33::257.9089::            (unsigned long)dp->chunks, chunks);
compare_read::34::45.3364::   }
compare_read::35::154.9167::   /* rowbytes should be the same */
compare_read::36::335.8417::   rowbytes = png_get_rowbytes(dp->read_pp, dp->read_ip);
compare_read::37::280.1796::   /* NOTE: on 64-bit systems this may trash the top bits of rowbytes,
compare_read::38::163.8348::    * which could lead to weird error messages.
compare_read::39::52.1737::    */
compare_read::40::188.4302::   if (rowbytes != dp->original_rowbytes)
compare_read::41::330.5916::      display_log(dp, APP_ERROR, "PNG rowbytes changed from %lu to %lu",
compare_read::42::306.1000::         (unsigned long)dp->original_rowbytes, (unsigned long)rowbytes);
compare_read::43::234.0212::   /* The rows should be the same too, unless the applied transforms includes
compare_read::44::241.7423::    * the shift transform, in which case low bits may have been lost.
compare_read::45::51.8450::    */
compare_read::46::43.8020::   {
compare_read::47::381.9317::      png_bytepp rows = png_get_rows(dp->read_pp, dp->read_ip);
compare_read::48::273.4015::      unsigned int mask;  /* mask (if not zero) for the final byte */
compare_read::49::148.2852::      if (bit_depth < 8)
compare_read::50::64.5169::      {
compare_read::51::299.4583::         /* Need the stray bits at the end, this depends only on the low bits
compare_read::52::309.5438::          * of the image width; overflow does not matter.  If the width is an
compare_read::53::318.9739::          * exact multiple of 8 bits this gives a mask of 0, not 0xff.
compare_read::54::98.7620::          */
compare_read::55::347.0868::         mask = 0xff & (0xff00 >> ((bit_depth * width) & 7));
compare_read::56::63.9535::      }
compare_read::57::71.5154::      else
compare_read::58::127.7967::         mask = 0;
compare_read::59::143.9202::      if (rows == NULL)
compare_read::60::359.1075::         display_log(dp, LIBPNG_BUG, "png_get_rows returned NULL");
